organization_name,satellite_id
Airbus,1935
OneWeb Satellites,1935
Airbus,1936
OneWeb Satellites,1936
Airbus,1937
OneWeb Satellites,1937
Airbus,1938
OneWeb Satellites,1938
Airbus,1939
OneWeb Satellites,1939
Airbus,1940
OneWeb Satellites,1940
Airbus,1941
OneWeb Satellites,1941
Airbus,1942
OneWeb Satellites,1942
Airbus,1943
OneWeb Satellites,1943
Airbus,1944
OneWeb Satellites,1944
Airbus,1945
OneWeb Satellites,1945
Airbus,1946
OneWeb Satellites,1946
Airbus,1947
OneWeb Satellites,1947
Airbus,1948
OneWeb Satellites,1948
Airbus,1949
OneWeb Satellites,1949
Airbus,1950
OneWeb Satellites,1950
Airbus,1951
OneWeb Satellites,1951
Airbus,1952
OneWeb Satellites,1952
Airbus,1953
OneWeb Satellites,1953
Airbus,1954
OneWeb Satellites,1954
Airbus,1955
OneWeb Satellites,1955
Airbus,1956
OneWeb Satellites,1956
Airbus,1957
OneWeb Satellites,1957
Airbus,1958
OneWeb Satellites,1958
Airbus,1959
OneWeb Satellites,1959
Airbus,1960
OneWeb Satellites,1960
Airbus,1961
OneWeb Satellites,1961
Airbus,1962
OneWeb Satellites,1962
Airbus,1963
OneWeb Satellites,1963
Airbus,1964
OneWeb Satellites,1964
Airbus,1965
OneWeb Satellites,1965
Airbus,1966
OneWeb Satellites,1966
Airbus,1967
OneWeb Satellites,1967
Airbus,1968
OneWeb Satellites,1968
Airbus,1969
OneWeb Satellites,1969
Airbus,1970
OneWeb Satellites,1970
Airbus,1971
OneWeb Satellites,1971
Airbus,1972
OneWeb Satellites,1972
Airbus,1973
OneWeb Satellites,1973
Airbus,1974
OneWeb Satellites,1974
Airbus,1975
OneWeb Satellites,1975
Airbus,1976
OneWeb Satellites,1976
Airbus,1977
OneWeb Satellites,1977
Airbus,1978
OneWeb Satellites,1978
Airbus,1979
OneWeb Satellites,1979
Airbus,1980
OneWeb Satellites,1980
Airbus,1981
OneWeb Satellites,1981
Airbus,1982
OneWeb Satellites,1982
Airbus,1983
OneWeb Satellites,1983
Airbus,1984
OneWeb Satellites,1984
Airbus,1985
OneWeb Satellites,1985
Airbus,1986
OneWeb Satellites,1986
Airbus,1987
OneWeb Satellites,1987
Airbus,1988
OneWeb Satellites,1988
Airbus,1989
OneWeb Satellites,1989
Airbus,1990
OneWeb Satellites,1990
Airbus,1991
OneWeb Satellites,1991
Airbus,1992
OneWeb Satellites,1992
Airbus,1993
OneWeb Satellites,1993
Airbus,1994
OneWeb Satellites,1994
Airbus,1995
OneWeb Satellites,1995
Airbus,1996
OneWeb Satellites,1996
Airbus,1997
OneWeb Satellites,1997
Airbus,1998
OneWeb Satellites,1998
Airbus,1999
OneWeb Satellites,1999
Airbus,2000
OneWeb Satellites,2000
Airbus,2001
OneWeb Satellites,2001
Airbus,2002
OneWeb Satellites,2002
Airbus,2003
OneWeb Satellites,2003
Airbus,2004
OneWeb Satellites,2004
Airbus,2005
OneWeb Satellites,2005
Airbus,2006
OneWeb Satellites,2006
Airbus,2007
OneWeb Satellites,2007
Airbus,2008
OneWeb Satellites,2008
Airbus,2009
OneWeb Satellites,2009
Airbus,2010
OneWeb Satellites,2010
Airbus,2011
OneWeb Satellites,2011
Airbus,2012
OneWeb Satellites,2012
Airbus,2013
OneWeb Satellites,2013
Airbus,2014
OneWeb Satellites,2014
Airbus,2015
OneWeb Satellites,2015
Airbus,2016
OneWeb Satellites,2016
Airbus,2017
OneWeb Satellites,2017
Airbus,2018
OneWeb Satellites,2018
Airbus,2019
OneWeb Satellites,2019
Airbus,2020
OneWeb Satellites,2020
Airbus,2021
OneWeb Satellites,2021
Airbus,2022
OneWeb Satellites,2022
Airbus,2023
OneWeb Satellites,2023
Airbus,2024
OneWeb Satellites,2024
Airbus,2025
OneWeb Satellites,2025
Airbus,2026
OneWeb Satellites,2026
Airbus,2027
OneWeb Satellites,2027
Airbus,2028
OneWeb Satellites,2028
Airbus,2029
OneWeb Satellites,2029
Airbus,2030
OneWeb Satellites,2030
Airbus,2031
OneWeb Satellites,2031
Airbus,2032
OneWeb Satellites,2032
Airbus,2033
OneWeb Satellites,2033
Airbus,2034
OneWeb Satellites,2034
Airbus,2035
OneWeb Satellites,2035
Airbus,2036
OneWeb Satellites,2036
Airbus,2037
OneWeb Satellites,2037
Airbus,2038
OneWeb Satellites,2038
Airbus,2039
OneWeb Satellites,2039
Airbus,2040
OneWeb Satellites,2040
Airbus,2041
OneWeb Satellites,2041
Airbus,2042
OneWeb Satellites,2042
Airbus,2043
OneWeb Satellites,2043
Airbus,2044
OneWeb Satellites,2044
Airbus,2045
OneWeb Satellites,2045
Airbus,2046
OneWeb Satellites,2046
Airbus,2047
OneWeb Satellites,2047
Airbus,2048
OneWeb Satellites,2048
Airbus,2049
OneWeb Satellites,2049
Airbus,2050
OneWeb Satellites,2050
Airbus,2051
OneWeb Satellites,2051
Airbus,2052
OneWeb Satellites,2052
Airbus,2053
OneWeb Satellites,2053
Airbus,2054
OneWeb Satellites,2054
Airbus,2055
OneWeb Satellites,2055
Airbus,2056
OneWeb Satellites,2056
Airbus,2057
OneWeb Satellites,2057
Airbus,2058
OneWeb Satellites,2058
Airbus,2059
OneWeb Satellites,2059
Airbus,2060
OneWeb Satellites,2060
Airbus,2061
OneWeb Satellites,2061
Airbus,2062
OneWeb Satellites,2062
Airbus,2063
OneWeb Satellites,2063
Airbus,2064
OneWeb Satellites,2064
Airbus,2065
OneWeb Satellites,2065
Airbus,2066
OneWeb Satellites,2066
Airbus,2067
OneWeb Satellites,2067
Airbus,2068
OneWeb Satellites,2068
Airbus,2069
OneWeb Satellites,2069
Airbus,2070
OneWeb Satellites,2070
Airbus,2071
OneWeb Satellites,2071
Airbus,2072
OneWeb Satellites,2072
Airbus,2073
OneWeb Satellites,2073
Airbus,2074
OneWeb Satellites,2074
Airbus,2075
OneWeb Satellites,2075
Airbus,2076
OneWeb Satellites,2076
Airbus,2077
OneWeb Satellites,2077
Airbus,2078
OneWeb Satellites,2078
Airbus,2079
OneWeb Satellites,2079
Airbus,2080
OneWeb Satellites,2080
Airbus,2081
OneWeb Satellites,2081
Airbus,2082
OneWeb Satellites,2082
Airbus,2083
OneWeb Satellites,2083
Airbus,2084
OneWeb Satellites,2084
Airbus,2085
OneWeb Satellites,2085
Airbus,2086
OneWeb Satellites,2086
Airbus,2087
OneWeb Satellites,2087
Airbus,2088
OneWeb Satellites,2088
Airbus,2089
OneWeb Satellites,2089
Airbus,2090
OneWeb Satellites,2090
Airbus,2091
OneWeb Satellites,2091
Airbus,2092
OneWeb Satellites,2092
Airbus,2093
OneWeb Satellites,2093
Airbus,2094
OneWeb Satellites,2094
Airbus,2095
OneWeb Satellites,2095
Airbus,2096
OneWeb Satellites,2096
Airbus,2097
OneWeb Satellites,2097
Airbus,2098
OneWeb Satellites,2098
Airbus,2099
OneWeb Satellites,2099
Airbus,2100
OneWeb Satellites,2100
Airbus,2101
OneWeb Satellites,2101
Airbus,2102
OneWeb Satellites,2102
Airbus,2103
OneWeb Satellites,2103
Airbus,2104
OneWeb Satellites,2104
Airbus,2105
OneWeb Satellites,2105
Airbus,2106
OneWeb Satellites,2106
Airbus,2107
OneWeb Satellites,2107
Airbus,2108
OneWeb Satellites,2108
Airbus,2109
OneWeb Satellites,2109
Airbus,2110
OneWeb Satellites,2110
Airbus,2111
OneWeb Satellites,2111
Airbus,2112
OneWeb Satellites,2112
Airbus,2113
OneWeb Satellites,2113
Airbus,2114
OneWeb Satellites,2114
Airbus,2115
OneWeb Satellites,2115
Airbus,2116
OneWeb Satellites,2116
Airbus,2117
OneWeb Satellites,2117
Airbus,2118
OneWeb Satellites,2118
Airbus,2119
OneWeb Satellites,2119
Airbus,2120
OneWeb Satellites,2120
Airbus,2121
OneWeb Satellites,2121
Airbus,2122
OneWeb Satellites,2122
Airbus,2123
OneWeb Satellites,2123
Airbus,2124
OneWeb Satellites,2124
Airbus,2125
OneWeb Satellites,2125
Airbus,2126
OneWeb Satellites,2126
Airbus,2127
OneWeb Satellites,2127
Airbus,2128
OneWeb Satellites,2128
Airbus,2129
OneWeb Satellites,2129
Airbus,2130
OneWeb Satellites,2130
Airbus,2131
OneWeb Satellites,2131
Airbus,2132
OneWeb Satellites,2132
Airbus,2133
OneWeb Satellites,2133
Airbus,2134
OneWeb Satellites,2134
Airbus,2135
OneWeb Satellites,2135
Airbus,2136
OneWeb Satellites,2136
Airbus,2137
OneWeb Satellites,2137
Airbus,2138
OneWeb Satellites,2138
Airbus,2139
OneWeb Satellites,2139
Airbus,2140
OneWeb Satellites,2140
Airbus,2141
OneWeb Satellites,2141
Airbus,2142
OneWeb Satellites,2142
Airbus,2143
OneWeb Satellites,2143
Airbus,2144
OneWeb Satellites,2144
Airbus,2145
OneWeb Satellites,2145
Airbus,2146
OneWeb Satellites,2146
Airbus,2147
OneWeb Satellites,2147
Airbus,2148
OneWeb Satellites,2148
Airbus,2149
OneWeb Satellites,2149
Airbus,2150
OneWeb Satellites,2150
Airbus,2151
OneWeb Satellites,2151
Airbus,2152
OneWeb Satellites,2152
Airbus,2153
OneWeb Satellites,2153
Airbus,2154
OneWeb Satellites,2154
Airbus,2155
OneWeb Satellites,2155
Airbus,2156
OneWeb Satellites,2156
Airbus,2157
OneWeb Satellites,2157
Airbus,2158
OneWeb Satellites,2158
Airbus,2159
OneWeb Satellites,2159
Airbus,2160
OneWeb Satellites,2160
Airbus,2161
OneWeb Satellites,2161
Airbus,2162
OneWeb Satellites,2162
Airbus,2163
OneWeb Satellites,2163
Airbus,2164
OneWeb Satellites,2164
Airbus,2165
OneWeb Satellites,2165
Airbus,2166
OneWeb Satellites,2166
Airbus,2167
OneWeb Satellites,2167
Airbus,2168
OneWeb Satellites,2168
Airbus,2169
OneWeb Satellites,2169
Airbus,2170
OneWeb Satellites,2170
Airbus,2171
OneWeb Satellites,2171
Airbus,2172
OneWeb Satellites,2172
Airbus,2173
OneWeb Satellites,2173
Airbus,2174
OneWeb Satellites,2174
Airbus,2175
OneWeb Satellites,2175
Airbus,2176
OneWeb Satellites,2176
Airbus,2177
OneWeb Satellites,2177
Airbus,2178
OneWeb Satellites,2178
Airbus,2179
OneWeb Satellites,2179
Airbus,2180
OneWeb Satellites,2180
Airbus,2181
OneWeb Satellites,2181
Airbus,2182
OneWeb Satellites,2182
Airbus,2183
OneWeb Satellites,2183
Airbus,2184
OneWeb Satellites,2184
Airbus,2185
OneWeb Satellites,2185
Airbus,2186
OneWeb Satellites,2186
Airbus,2187
OneWeb Satellites,2187
Airbus,2188
OneWeb Satellites,2188
Airbus,2189
OneWeb Satellites,2189
Airbus,2190
OneWeb Satellites,2190
Airbus,2191
OneWeb Satellites,2191
Airbus,2192
OneWeb Satellites,2192
Airbus,2193
OneWeb Satellites,2193
Airbus,2194
OneWeb Satellites,2194
Airbus,2195
OneWeb Satellites,2195
Airbus,2196
OneWeb Satellites,2196
Airbus,2197
OneWeb Satellites,2197
Airbus,2198
OneWeb Satellites,2198
Airbus,2199
OneWeb Satellites,2199
Airbus,2200
OneWeb Satellites,2200
Airbus,2201
OneWeb Satellites,2201
Airbus,2202
OneWeb Satellites,2202
Airbus,2203
OneWeb Satellites,2203
Airbus,2204
OneWeb Satellites,2204
Airbus,2205
OneWeb Satellites,2205
Airbus,2206
OneWeb Satellites,2206
Airbus,2207
OneWeb Satellites,2207
Airbus,2208
OneWeb Satellites,2208
Airbus,2209
OneWeb Satellites,2209
Airbus,2210
OneWeb Satellites,2210
Airbus,2211
OneWeb Satellites,2211
Airbus,2212
OneWeb Satellites,2212
Airbus,2213
OneWeb Satellites,2213
Airbus,2214
OneWeb Satellites,2214
Airbus,2215
OneWeb Satellites,2215
Airbus,2216
OneWeb Satellites,2216
Airbus,2217
OneWeb Satellites,2217
Airbus,2218
OneWeb Satellites,2218
Airbus,2219
OneWeb Satellites,2219
Airbus,2220
OneWeb Satellites,2220
Airbus,2221
OneWeb Satellites,2221
Airbus,2222
OneWeb Satellites,2222
Instituto Nacional de Tecnica Aerospacial (INTA),2223
Spanish Space Agency,2223
Israel Aerospace Industries (IAI),2224
Italian Defense Ministry,2224
Loral,2225
Optus Communications (Parent: Singapore Telecom),2225
Space Systems,2225
Australian Ministry of Defense,2226
Loral,2226
Optus Communications (Parent: Singapore Telecom),2226
Space Systems,2226
Optus Communications (Parent: Singapore Telecom),2227
Orbital Sciences Corp.,2227
Optus Communications (Parent: Singapore Telecom),2228
Orbital Sciences Corp.,2228
Optus Communications (Parent: Singapore Telecom),2229
Orbital Sciences Corp.,2229
ORBCOMM Inc.,2230
Orbital Sciences Corp.,2230
ORBCOMM Inc.,2231
Orbital Sciences Corp.,2231
ORBCOMM Inc.,2232
Orbital Sciences Corp.,2232
ORBCOMM Inc.,2233
Orbital Sciences Corp.,2233
ORBCOMM Inc.,2234
Orbital Sciences Corp.,2234
ORBCOMM Inc.,2235
Orbital Sciences Corp.,2235
ORBCOMM Inc.,2236
Orbital Sciences Corp.,2236
ORBCOMM Inc.,2237
Orbital Sciences Corp.,2237
ORBCOMM Inc.,2238
Orbital Sciences Corp.,2238
ORBCOMM Inc.,2239
Orbital Sciences Corp.,2239
ORBCOMM Inc.,2240
Orbital Sciences Corp.,2240
ORBCOMM Inc.,2241
Orbital Sciences Corp.,2241
ORBCOMM Inc.,2242
Orbital Sciences Corp.,2242
ORBCOMM Inc.,2243
Orbital Sciences Corp.,2243
ORBCOMM Inc.,2244
Orbital Sciences Corp.,2244
ORBCOMM Inc.,2245
Orbital Sciences Corp.,2245
ORBCOMM Inc.,2246
Orbital Sciences Corp.,2246
ORBCOMM Inc.,2247
Orbital Sciences Corp.,2247
ORBCOMM Inc.,2248
Orbital Sciences Corp.,2248
ORBCOMM Inc.,2249
Orbital Sciences Corp.,2249
ORBCOMM Inc.,2250
Orbital Sciences Corp.,2250
ORBCOMM Inc.,2251
Orbital Sciences Corp.,2251
ORBCOMM Inc.,2252
Orbital Sciences Corp.,2252
Boeing Corp.,2253
ORBCOMM Inc.,2253
Sierra Nevada Corp.,2253
Boeing Corp.,2254
ORBCOMM Inc.,2254
Sierra Nevada Corp.,2254
Boeing Corp.,2255
ORBCOMM Inc.,2255
Sierra Nevada Corp.,2255
Boeing Corp.,2256
ORBCOMM Inc.,2256
Sierra Nevada Corp.,2256
Boeing Corp.,2257
ORBCOMM Inc.,2257
Sierra Nevada Corp.,2257
Boeing Corp.,2258
ORBCOMM Inc.,2258
Sierra Nevada Corp.,2258
Boeing Corp.,2259
ORBCOMM Inc.,2259
Sierra Nevada Corp.,2259
Boeing Corp.,2260
ORBCOMM Inc.,2260
Sierra Nevada Corp.,2260
Boeing Corp.,2261
ORBCOMM Inc.,2261
Sierra Nevada Corp.,2261
Boeing Corp.,2262
ORBCOMM Inc.,2262
Sierra Nevada Corp.,2262
Boeing Corp.,2263
ORBCOMM Inc.,2263
Sierra Nevada Corp.,2263
Boeing Corp.,2264
ORBCOMM Inc.,2264
Sierra Nevada Corp.,2264
University of Texas at El Paso,2265
DARPA (Defense Advanced Research Projects Agency),2266
Firmamentum,2266
Tethers Unlimited,2266
DARPA (Defense Advanced Research Projects Agency),2267
Firmamentum,2267
Tethers Unlimited,2267
Blue Canyon,2268
Defense Advanced Research Projects Agency (DARPA),2268
Blue Canyon,2269
Defense Advanced Research Projects Agency (DARPA),2269
Blue Canyon,2270
Defense Advanced Research Projects Agency (DARPA),2270
Portland State Aerospace Society,2271
Portland State University,2271
MIT Lincoln Laboratory,2272
ORSO (Operationally Responsive Space Office),2272
USAF,2272
General Atomics - Electromagnetic Systems Group,2273
Surrey Satellite Technology Ltd.,2273
NASA Ames Research Center,2274
National Aeronautics and Space Administration (NASA),2274
AIVT by Mexican University of the Army and Air Force,2275
Mexico Secretariat of National Defense (SEDENA),2275
AIVT by Mexican University of the Army and Air Force,2276
Mexico Secretariat of National Defense (SEDENA),2276
China Aerospace Science and Technology Corp. (CASC),2277
Pakistan Space and Upper Atmosphere Research Commission (SUPARCO),2277
PakSat International,2277
CAST,2278
DFH Satellite Co. Ltd.,2278
Pakistan Space and Upper Atmosphere Research Commission (SUPARCO),2278
Astro Digital,2279
Lockheed Martin,2280
National Reconnaissance Office,2280
Cornell University,2281
NASA,2281
National Aeronautics and Space Administration (NASA),2281
Cornell University,2282
NASA,2282
National Aeronautics and Space Administration (NASA),2282
US Naval Academy,2283
Astro Digital,2284
Echostar Global Australia,2284
Helios Wire,2284
Airbus Defense and Space,2285
Hisdesat,2285
Tiger Innovations,2286
Tiger Innovations,2287
Netherlands Organization for Applied Scientific Research (NTO) consortium,2288
Canopus Systems,2289
Dauria Aerospace,2289
Canopus Systems,2290
Dauria Aerospace,2290
Ministry of Defense,2291
TsSKB Progress,2291
Ministry of Defense,2292
TsSKB Progress,2292
Airbus Defense and Space,2293
Peruvian Space Agency,2293
Rocket Labs,2294
Rocket Labs ,2294
Centre Spatial of Liège,2295
Clyde Space Ltd.,2295
European Space Agency (ESA),2295
Technical Research Centre of Finland,2295
Brigham Young University,2296
Brigham Young University,2297
"KB Arsenal, RKTs Progress",2298
Ministry of Defense,2298
Indian Space Research Organization (ISRO),2299
"PES University, Bengaluru",2299
German Aerospace Center (DLR-IKN),2300
GomSpace,2300
TESAT Spacecom,2300
GomSpace,2301
University of Chile for Aerospace Investigation),2301
Astrium,2302
"Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden",2302
Ministry of Defense,2302
Astrium,2303
"Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden",2303
Ministry of Defense,2303
Airbus Defense and Space,2304
Airbus Defense and Space,2305
Raytheon,2306
US Coast Guard,2306
Raytheon,2307
US Coast Guard,2307
"University of Colorado, Boulder",2308
National Technical University,2309
Italian Space Agency,2310
OHB Italia,2310
European Space Agency (ESA),2311
Verhaert Design and Development NV (leading a European consortium),2311
European Space Agency (ESA),2312
Verhaert Design and Development NV (leading a European consortium),2312
European Space Agency (ESA),2313
QinetiQ Space Belgium,2313
Los Alamos National Laboratory,2314
Los Alamos National Laboratory,2315
Los Alamos National Laboratory,2316
Los Alamos National Laboratory,2317
Los Alamos National Laboratory,2318
Los Alamos National Laboratory,2319
Los Alamos National Laboratory,2320
Los Alamos National Laboratory,2321
Naval Post-Graduate School,2322
Tyvak Nanosatellite Systems,2322
Naval Post-Graduate School,2323
Tyvak Nanosatellite Systems,2323
Naval Post-Graduate School,2324
Tyvak Nanosatellite Systems,2324
Georgia Institute of Technology,2325
Fleet Space Technologies,2326
Fleet Space Technologies,2327
CAST,2328
DFH Satellite Co. Ltd.,2328
Pakistan Space and Upper Atmosphere Research Commission (SUPARCO),2328
National Aeronautics and Space Administration (NASA),2329
Shanghai Academy of Spaceflight Technology,2330
Shanghai Academy of Spaceflight Technology (SAST),2330
Shanghai Academy of Spaceflight Technology,2331
Shanghai Academy of Spaceflight Technology (SAST),2331
Astrodynamics and Control Laboratory of Yonsei University,2332
Von Karman Institiute (VKI),2333
Von Karman Institute (VKI),2333
Qiansheng Exploration Technology Co. Ltd.,2334
Shandong Institutes of Industrial Technology,2335
Shandong Institutes of Industrial Technology,2336
Wuhan University,2337
Orbital Space,2338
iQPS,2339
iQPS,2340
Kyushu Institute of Technology (KIT),2341
Kyushu University,2341
Chinese Academy of Sciences,2342
University of Science and Technology,2342
Loral,2343
SES S.A. -- total capacity leased to subsidiary of EchoStar Corp. ,2343
Space Systems,2343
Japan Aerospace Exploration Agency (JAXA),2344
Japan Aerospace Exploration Agency (JAXA),2345
Japan Aerospace Exploration Agency (JAXA),2346
Japan Aerospace Exploration Agency (JAXA),2347
Japan Aerospace Exploration Agency (JAXA),2348
Department of Defence,2349
University of New South Wales,2349
Department of Defence,2350
University of New South Wales,2350
Kyushu Institute of Technology,2351
Kyushu Institute of Technology (KIT),2351
"MacDonald, Dettwiler",2352
MDA Corporation,2352
Thales Alenia Spazio,2352
C3S,2353
AMSAT,2354
Vanderbilt University,2354
Applied Mechanics (NPO),2355
Ministry of Defense,2355
Ministry of Defense,2356
OAO Resetneva,2356
Japan Aerospace Exploration Agency,2357
Mitsubishi Electric,2357
"Robertsville Middle School, Oak Ridge, Tennessee",2358
Georgia Institute of Technology,2359
Georgia Institute of Technology,2360
National Reconnaissance Laboratory,2361
National Reconnaissance Office (NRO),2361
Axelspace,2362
Japan Aerospace Exploration Agency (JAXA),2362
Space Technologies Research Institute,2363
Regional African Satellite Communications Organization (RASCOM),2364
Thales Alenia Space,2364
Applied Physics Laboratory,2365
Blue Canyon Technologies,2365
NASA,2365
Canadian Space Agency,2366
MDA Corporation,2366
Canadian Space Agency,2367
MDA Corporation,2367
Canadian Space Agency,2368
MDA Corporation,2368
Reaktor Space Lab,2369
Reaktor Space Labs,2369
Defense Advanced Research Projects Agency (DARPA),2370
Defense Advanced Research Projects Agency (DARPA),2371
Defense Advanced Research Projects Agency (DARPA),2372
Institute of Space and Astronautical Science (ISAS),2373
Japan Aerospace Exploration Agency (JAXA),2373
NPO Lavochkin,2374
Skobeltsyn Institute of Nuclear Physics,2374
exactEarth,2375
Indian Space Research Organization (ISRO),2375
Indian Space Research Organization (ISRO),2376
Russian Federal Space Agency,2377
TsSKB Progress (State Research & Production Space Rocket Center),2377
Russian Federal Space Agency,2378
TsSKB Progress (State Research & Production Space Rocket Center),2378
Russian Federal Space Agency,2379
TsSKB Progress (State Research & Production Space Rocket Center),2379
Indian Space Research Organization (ISRO),2380
Ministry of Defense,2380
Israel Aircraft Industries (IAI),2381
Ministry of Defense,2381
Indian Space Research Organization (ISRO),2382
Ministry of Defense,2382
Indian Space Research Organization (ISRO),2383
Ministry of Defense,2383
Tohoku University,2384
Hokkaido University,2385
Tohoku University,2385
University of Montpellier,2386
Ministry of Defense,2387
NPO-PM,2387
Ministry of Defense,2388
OAO ISS,2388
Ministry of Defense,2389
OAO ISS,2389
Ministry of Defense,2390
OAO ISS,2390
Ministry of Defense,2391
OAO ISS,2391
Ministry of Defense,2392
OAO ISS,2392
Ministry of Defense,2393
OAO ISS,2393
Ministry of Defense,2394
OAO ISS,2394
Ministry of Defense,2395
OAO ISS,2395
Ministry of Defense,2396
OAO ISS,2396
Ministry of Defense,2397
OAO ISS,2397
Ministry of Defense,2398
OAO ISS,2398
Ministry of Defense,2399
OAO ISS,2399
Ministry of Defense,2400
OAO ISS,2400
Ministry of Defense,2401
OAO ISS,2401
Ministry of Defense,2402
OAS ISS,2402
Ministry of Defense,2403
OAS ISS,2403
Ministry of Defense,2404
OAS ISS,2404
Ministry of Defense,2405
OAS ISS,2405
Ministry of Defense,2406
OAS ISS,2406
Ministry of Defense,2407
OAS ISS,2407
Ministry of Defense,2408
OAS ISS,2408
Ministry of Defense,2409
OAS ISS,2409
Ministry of Defense,2410
OAS ISS,2410
RymanSat,2411
RymanSat Project,2411
China Academy of SpaceTechnology (CAST),2412
Unknown,2412
China Academy of Space Technology (CAST),2413
Unknown,2413
Dornier Systems (Astrium) and 35 subcontractors,2414
European Space Agency (ESA) (and 250 international scientific investigators),2414
National Autonomous University of Mexico,2415
Dornier Systems (Astrium) and 35 subcontractors,2416
European Space Agency (ESA) (and 250 international scientific investigators),2416
Technical University Berlin,2417
Dornier Systems (Astrium) and 35 subcontractors,2418
European Space Agency (ESA) (and 250 international scientific investigators),2418
AMSAT,2419
Orion Space,2419
INVAP,2420
National Space Activities Commission (CONAE),2420
INVAP,2421
National Space Activities Commission (CONAE),2421
Department of National Defense,2422
"MacDonald, Dettwiler and Associates",2422
Surrey Satellite Technology Ltd.,2422
Centre National d'Etudes Spatiales (CNES),2423
Indian Space Research Organization (ISRO),2423
Armed Forces,2424
OHB System-AG,2424
Armed Forces,2425
OHB-System AG ,2425
Armed Forces,2426
OHB-System AG ,2426
Armed Forces,2427
OHB-System AG ,2427
Armed Forces,2428
OHB-System AG ,2428
Open Cosmos,2429
Sateliot IoT,2429
"Department of Computer Science and the Faculty of Engineering, Ariel University",2430
Riyadh Space Research Institute,2431
"Space Research Institute, King Abdulaziz City for Science and Technology",2431
Riyadh Space Research Institute,2432
"Space Research Institute, King Abdulaziz City for Science and Technology",2432
Riyadh Space Research Institute,2433
"Space Research Institute, King Abdulaziz City for Science and Technology",2433
Riyadh Space Research Institute,2434
"Space Research Institute, King Abdulaziz City for Science and Technology",2434
Riyadh Space Research Institute,2435
"Space Research Institute, King Abdulaziz City for Science and Technology",2435
Riyadh Space Research Institute,2436
"Space Research Institute, King Abdulaziz City for Science and Technology",2436
Riyadh Space Research Institute,2437
"Space Research Institute, King Abdulaziz City for Science and Technology",2437
"Space Research Institute, King Abdulaziz City for Science and Technology",2438
Riyadh Space Research Institute,2439
King Abdulaziz City for Science and Technology,2440
Riyadh Space Research Institute,2440
King Abdulaziz City for Science and Technology,2441
"Space Research Institute, King Abdulaziz City for Science and Technology",2441
King Abdulaziz City for Science and Technology,2442
"Space Research Institute, King Abdulaziz City for Science and Technology",2442
Lockheed Martin Space Systems,2443
US Air Force,2443
Lockheed Martin Space Systems,2444
US Air Force,2444
Lockheed Martin Space Systems,2445
US Air Force,2445
Lockheed Martin Space Systems,2446
US Air Force,2446
Lockheed Martin Space Systems,2447
US Air Force,2447
Ball Aerospace,2448
Boeing,2448
Space Surveillance Network,2448
Strategic Space Command,2448
Lockheed Martin,2449
National Reconnaissance Office (NRO),2449
US Navy,2449
Lockheed Martin,2450
National Reconnaissance Office (NRO),2450
US Navy,2450
Lockheed Martin,2451
National Reconnaissance Office (NRO),2451
US Navy,2451
Lockheed Martin,2452
National Reconnaissance Office (NRO),2452
US Navy,2452
Lockheed Martin,2453
National Reconnaissance Office (NRO),2453
US Navy,2453
Lockheed Martin,2454
National Reconnaissance Office (NRO),2454
US Navy,2454
National Reconnaissance Laboratory (NRL),2455
National Reconnaissance Office (NRO),2455
US Navy,2455
National Reconnaissance Laboratory (NRL),2456
National Reconnaissance Office (NRO),2456
US Navy,2456
National Reconnaissance Laboratory (NRL),2457
National Reconnaissance Office (NRO),2457
US Navy,2457
National Reconnaissance Laboratory (NRL),2458
National Reconnaissance Office (NRO),2458
US Navy,2458
National Reconnaissance Laboratory (NRL),2459
National Reconnaissance Office (NRO),2459
US Navy,2459
National Reconnaissance Laboratory (NRL),2460
National Reconnaissance Office (NRO),2460
US Navy,2460
Indian Space Research Organization (ISRO),2461
Instituto Nacional de Pesquisas Espaciais (INPE),2462
Instituto Nacional de Pesquisas Espaciais (INPE),2463
Bristol Aerospace Ltd.,2464
Canadian Space Agency,2464
Chinese Academy of Sciences,2465
,2465
Goddard Space Flight Center,2466
National Aeronautics and Space Administration (NASA),2466
Hughes Space and Communications Co.,2467
National Reconnaissance Office (NRO),2467
US Air Force,2467
National Reconnaissance Laboratory,2468
National Reconnaissance Office (NRO),2468
US Air Force,2468
National Reconnaissance Laboratory,2469
National Reconnaissance Office (NRO),2469
US Air Force,2469
National Reconnaissance Laboratory,2470
National Reconnaissance Office (NRO),2470
US Air Force,2470
National Reconnaissance Laboratory,2471
National Reconnaissance Office (NRO),2471
US Air Force,2471
National Reconnaissance Laboratory,2472
National Reconnaissance Office (NRO),2472
US Air Force,2472
National Reconnaissance Laboratory,2473
National Reconnaissance Office (NRO),2473
US Air Force,2473
Japan Aerospace Exploration Agency (JAXA),2474
Clyde,2475
University of North Carolina,2475
University of North Carolina - Wilmington,2475
Nihon University,2476
Defense Advanced Research Projects Agency (DARPA),2477
Ratheon Corporation,2477
EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),2478
Thales Alenia Space Italia,2478
EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),2479
Thales Alenia Space,2479
Airbus Defense and Space,2480
EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),2480
